"eeio_model","country","code_ape_a732","aggregate","fpt","unit","year","accuracy_mapping_a732"
"EEIO_DK","FR","10.91Z","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.91Z","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.92Z","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.92Z","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.92Z","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.92Z","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","11.01Z","FD",23,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.01Z","GVA",32,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.01Z","IC",17,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.01Z","PRD",22,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.02A","FD",23,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.02A","GVA",32,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.02A","IC",17,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.02A","PRD",22,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.02B","FD",23,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.02B","GVA",32,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.02B","IC",17,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.02B","PRD",22,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.03Z","FD",23,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.03Z","GVA",32,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.03Z","IC",17,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.03Z","PRD",22,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.04Z","FD",23,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.04Z","GVA",32,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.04Z","IC",17,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.04Z","PRD",22,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.05Z","FD",23,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.05Z","GVA",32,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.05Z","IC",17,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.05Z","PRD",22,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.06Z","FD",23,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.06Z","GVA",32,"GCO2E_EUR",2022,4
"EEIO_DK","FR","11.06Z","IC",17,"GCO2E_EUR",2022,4
