"eeio_model","country","code_ape_a732","aggregate","fpt","unit","year","accuracy_mapping_a732"
"EEIO_CANADA","FR","10.11Z","FD",110,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.11Z","GVA",40,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.11Z","IC",220,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.11Z","PRD",107,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.12Z","FD",110,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.12Z","GVA",40,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.12Z","IC",220,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.12Z","PRD",107,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.13A","FD",110,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.13A","GVA",40,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.13A","IC",220,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.13A","PRD",107,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.13B","FD",110,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.13B","GVA",40,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.13B","IC",220,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.13B","PRD",107,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.20Z","FD",44,"GCO2E_EUR",2022,1
"EEIO_CANADA","FR","10.20Z","GVA",22,"GCO2E_EUR",2022,1
"EEIO_CANADA","FR","10.20Z","IC",76,"GCO2E_EUR",2022,1
"EEIO_CANADA","FR","10.20Z","PRD",42,"GCO2E_EUR",2022,1
"EEIO_CANADA","FR","10.31Z","FD",97,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.31Z","GVA",73,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.31Z","IC",136,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.31Z","PRD",95,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.32Z","FD",97,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.32Z","GVA",73,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.32Z","IC",136,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.32Z","PRD",95,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.39A","FD",97,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.39A","GVA",73,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.39A","IC",136,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.39A","PRD",95,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.39B","FD",97,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.39B","GVA",73,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.39B","IC",136,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.39B","PRD",95,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.41A","FD",69,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.41A","GVA",58,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.41A","IC",84,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.41A","PRD",68,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.41B","FD",69,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.41B","GVA",58,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.41B","IC",84,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.41B","PRD",68,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.42Z","FD",69,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.42Z","GVA",58,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.42Z","IC",84,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.42Z","PRD",68,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.51A","FD",109,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51A","GVA",36,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51A","IC",222,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51A","PRD",105,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51B","FD",109,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51B","GVA",36,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51B","IC",222,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51B","PRD",105,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51C","FD",109,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51C","GVA",36,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51C","IC",222,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51C","PRD",105,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51D","FD",109,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51D","GVA",36,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51D","IC",222,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.51D","PRD",105,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.52Z","FD",109,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.52Z","GVA",36,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.52Z","IC",222,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.52Z","PRD",105,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","10.61A","FD",69,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.61A","GVA",58,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.61A","IC",84,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.61A","PRD",68,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.61B","FD",69,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.61B","GVA",58,"GCO2E_EUR",2022,3
